,Country,Gender,Demographics Response,Question,Value
6703,Liberia,F,Employed for kind,... for at least one specific reason,46.4
6704,Liberia,F,Unemployed,... for at least one specific reason,43.4
6705,Liberia,F,Employed for cash,... if she argues with him,31.1
6706,Liberia,F,Employed for kind,... if she argues with him,34.6
6707,Liberia,F,Unemployed,... if she argues with him,34.3
6708,Liberia,F,Employed for cash,... if she burns the food,6.8
6709,Liberia,F,Employed for kind,... if she burns the food,7.4
6710,Liberia,F,Unemployed,... if she burns the food,8.0
6711,Liberia,F,Employed for cash,... if she goes out without telling him,28.2
6712,Liberia,F,Employed for kind,... if she goes out without telling him,26.4
6713,Liberia,F,Unemployed,... if she goes out without telling him,29.6
6714,Liberia,F,Employed for cash,... if she neglects the children,31.3
6715,Liberia,F,Employed for kind,... if she neglects the children,31.9
6716,Liberia,F,Unemployed,... if she neglects the children,33.3
6717,Liberia,F,Employed for cash,... if she refuses to have sex with him,9.9
6718,Liberia,F,Employed for kind,... if she refuses to have sex with him,8.8
6719,Liberia,F,Unemployed,... if she refuses to have sex with him,12.3
6792,Liberia,M,Employed for cash,... for at least one specific reason,23.2
6793,Liberia,M,Employed for kind,... for at least one specific reason,32.5
6794,Liberia,M,Unemployed,... for at least one specific reason,21.3
6795,Liberia,M,Employed for cash,... if she argues with him,17.0
6796,Liberia,M,Employed for kind,... if she argues with him,24.7
6797,Liberia,M,Unemployed,... if she argues with him,16.5
6798,Liberia,M,Employed for cash,... if she burns the food,1.4
6799,Liberia,M,Employed for kind,... if she burns the food,4.6
6800,Liberia,M,Unemployed,... if she burns the food,4.1
6801,Liberia,M,Employed for cash,... if she goes out without telling him,14.5
6802,Liberia,M,Employed for kind,... if she goes out without telling him,15.5
6803,Liberia,M,Unemployed,... if she goes out without telling him,11.9
6804,Liberia,M,Employed for cash,... if she neglects the children,14.8
6805,Liberia,M,Employed for kind,... if she neglects the children,18.8
6806,Liberia,M,Unemployed,... if she neglects the children,11.5
6807,Liberia,M,Employed for cash,... if she refuses to have sex with him,4.2
6808,Liberia,M,Employed for kind,... if she refuses to have sex with him,4.0
6809,Liberia,M,Unemployed,... if she refuses to have sex with him,3.9
6882,Madagascar,F,Employed for cash,... for at least one specific reason,29.5
6883,Madagascar,F,Employed for kind,... for at least one specific reason,35.9
6884,Madagascar,F,Unemployed,... for at least one specific reason,33.0
6885,Madagascar,F,Employed for cash,... if she argues with him,5.7
6886,Madagascar,F,Employed for kind,... if she argues with him,7.0
6887,Madagascar,F,Unemployed,... if she argues with him,4.7
6888,Madagascar,F,Employed for cash,... if she burns the food,6.6
6889,Madagascar,F,Employed for kind,... if she burns the food,8.4
6890,Madagascar,F,Unemployed,... if she burns the food,6.8
6891,Madagascar,F,Employed for cash,... if she goes out without telling him,17.3
6892,Madagascar,F,Employed for kind,... if she goes out without telling him,22.5
6893,Madagascar,F,Unemployed,... if she goes out without telling him,17.9
6894,Madagascar,F,Employed for cash,... if she neglects the children,25.8
6895,Madagascar,F,Employed for kind,... if she neglects the children,31.2
6896,Madagascar,F,Unemployed,... if she neglects the children,28.8
6897,Madagascar,F,Employed for cash,... if she refuses to have sex with him,8.5
6898,Madagascar,F,Employed for kind,... if she refuses to have sex with him,11.2
6899,Madagascar,F,Unemployed,... if she refuses to have sex with him,6.9
6972,Madagascar,M,Employed for cash,... for at least one specific reason,26.0
6973,Madagascar,M,Employed for kind,... for at least one specific reason,35.0
6974,Madagascar,M,Unemployed,... for at least one specific reason,33.8
6975,Madagascar,M,Employed for cash,... if she argues with him,7.9
6976,Madagascar,M,Employed for kind,... if she argues with him,10.7
6977,Madagascar,M,Unemployed,... if she argues with him,8.0
6978,Madagascar,M,Employed for cash,... if she burns the food,5.1
6979,Madagascar,M,Employed for kind,... if she burns the food,8.5
6980,Madagascar,M,Unemployed,... if she burns the food,5.8
6981,Madagascar,M,Employed for cash,... if she goes out without telling him,15.5
6982,Madagascar,M,Employed for kind,... if she goes out without telling him,23.7
6983,Madagascar,M,Unemployed,... if she goes out without telling him,20.3
6984,Madagascar,M,Employed for cash,... if she neglects the children,21.1
6985,Madagascar,M,Employed for kind,... if she neglects the children,28.3
6986,Madagascar,M,Unemployed,... if she neglects the children,26.2
6987,Madagascar,M,Employed for cash,... if she refuses to have sex with him,6.5
6988,Madagascar,M,Employed for kind,... if she refuses to have sex with him,10.4
6989,Madagascar,M,Unemployed,... if she refuses to have sex with him,8.4
7062,Malawi,F,Employed for cash,... for at least one specific reason,15.7
7063,Malawi,F,Employed for kind,... for at least one specific reason,16.5
7064,Malawi,F,Unemployed,... for at least one specific reason,16.6
7065,Malawi,F,Employed for cash,... if she argues with him,6.3
7066,Malawi,F,Employed for kind,... if she argues with him,6.7
7067,Malawi,F,Unemployed,... if she argues with him,7.0
7068,Malawi,F,Employed for cash,... if she burns the food,5.2
7069,Malawi,F,Employed for kind,... if she burns the food,5.4
7070,Malawi,F,Unemployed,... if she burns the food,6.0
7071,Malawi,F,Employed for cash,... if she goes out without telling him,6.2
7072,Malawi,F,Employed for kind,... if she goes out without telling him,6.7
7073,Malawi,F,Unemployed,... if she goes out without telling him,7.6
7074,Malawi,F,Employed for cash,... if she neglects the children,8.9
7075,Malawi,F,Employed for kind,... if she neglects the children,8.7
7076,Malawi,F,Unemployed,... if she neglects the children,8.8
7077,Malawi,F,Employed for cash,... if she refuses to have sex with him,8.4
7078,Malawi,F,Employed for kind,... if she refuses to have sex with him,8.6
7079,Malawi,F,Unemployed,... if she refuses to have sex with him,8.0
7152,Malawi,M,Employed for cash,... for at least one specific reason,10.6
7153,Malawi,M,Employed for kind,... for at least one specific reason,14.9
7154,Malawi,M,Unemployed,... for at least one specific reason,18.5
7155,Malawi,M,Employed for cash,... if she argues with him,4.0
7156,Malawi,M,Employed for kind,... if she argues with him,6.0
7157,Malawi,M,Unemployed,... if she argues with him,8.7
7158,Malawi,M,Employed for cash,... if she burns the food,1.9
7159,Malawi,M,Employed for kind,... if she burns the food,2.3
7160,Malawi,M,Unemployed,... if she burns the food,3.9
7161,Malawi,M,Employed for cash,... if she goes out without telling him,3.8
7162,Malawi,M,Employed for kind,... if she goes out without telling him,6.0
7163,Malawi,M,Unemployed,... if she goes out without telling him,5.9
7164,Malawi,M,Employed for cash,... if she neglects the children,4.6
7165,Malawi,M,Employed for kind,... if she neglects the children,7.6
7166,Malawi,M,Unemployed,... if she neglects the children,11.1
7167,Malawi,M,Employed for cash,... if she refuses to have sex with him,4.1
7168,Malawi,M,Employed for kind,... if she refuses to have sex with him,5.4
7169,Malawi,M,Unemployed,... if she refuses to have sex with him,6.6
7242,Maldives,F,Employed for cash,... for at least one specific reason,23.2
7243,Maldives,F,Employed for kind,... for at least one specific reason,27.6
7244,Maldives,F,Unemployed,... for at least one specific reason,20.8
7245,Maldives,F,Employed for cash,... if she argues with him,14.9
7246,Maldives,F,Employed for kind,... if she argues with him,14.9
7247,Maldives,F,Unemployed,... if she argues with him,14.9
7248,Maldives,F,Employed for cash,... if she burns the food,14.9
7249,Maldives,F,Employed for kind,... if she burns the food,14.9
7250,Maldives,F,Unemployed,... if she burns the food,14.9
7251,Maldives,F,Employed for cash,... if she goes out without telling him,4.5
7252,Maldives,F,Employed for kind,... if she goes out without telling him,5.1
7253,Maldives,F,Unemployed,... if she goes out without telling him,4.7
7254,Maldives,F,Employed for cash,... if she neglects the children,17.3
7255,Maldives,F,Employed for kind,... if she neglects the children,14.3
7256,Maldives,F,Unemployed,... if she neglects the children,14.8
7257,Maldives,F,Employed for cash,... if she refuses to have sex with him,10.2
7258,Maldives,F,Employed for kind,... if she refuses to have sex with him,16.7
7259,Maldives,F,Unemployed,... if she refuses to have sex with him,9.9
7332,Maldives,M,Employed for cash,... for at least one specific reason,16.8
7333,Maldives,M,Employed for kind,... for at least one specific reason,15.3
7334,Maldives,M,Unemployed,... for at least one specific reason,24.7
7335,Maldives,M,Employed for cash,... if she argues with him,14.9
7336,Maldives,M,Employed for kind,... if she argues with him,14.9
7337,Maldives,M,Unemployed,... if she argues with him,14.9
7338,Maldives,M,Employed for cash,... if she burns the food,14.9
7339,Maldives,M,Employed for kind,... if she burns the food,14.9
7340,Maldives,M,Unemployed,... if she burns the food,14.9
7341,Maldives,M,Employed for cash,... if she goes out without telling him,2.3
7342,Maldives,M,Employed for kind,... if she goes out without telling him,3.6
7343,Maldives,M,Unemployed,... if she goes out without telling him,4.6
7344,Maldives,M,Employed for cash,... if she neglects the children,13.2
7345,Maldives,M,Employed for kind,... if she neglects the children,12.0
7346,Maldives,M,Unemployed,... if she neglects the children,20.2
7347,Maldives,M,Employed for cash,... if she refuses to have sex with him,4.3
7348,Maldives,M,Employed for kind,... if she refuses to have sex with him,7.0
7349,Maldives,M,Unemployed,... if she refuses to have sex with him,7.4
7422,Mali,F,Employed for cash,... for at least one specific reason,56.35000000000001
7423,Mali,F,Employed for kind,... for at least one specific reason,56.35000000000001
7424,Mali,F,Unemployed,... for at least one specific reason,56.35000000000001
7425,Mali,F,Employed for cash,... if she argues with him,56.35000000000001
7426,Mali,F,Employed for kind,... if she argues with him,56.35000000000001
7427,Mali,F,Unemployed,... if she argues with him,56.35000000000001
7428,Mali,F,Employed for cash,... if she burns the food,22.0
7429,Mali,F,Employed for kind,... if she burns the food,31.6
7430,Mali,F,Unemployed,... if she burns the food,19.6
7431,Mali,F,Employed for cash,... if she goes out without telling him,54.5
7432,Mali,F,Employed for kind,... if she goes out without telling him,56.35000000000001
7433,Mali,F,Unemployed,... if she goes out without telling him,50.3
7434,Mali,F,Employed for cash,... if she neglects the children,52.4
7435,Mali,F,Employed for kind,... if she neglects the children,56.35000000000001
7436,Mali,F,Unemployed,... if she neglects the children,48.8
7437,Mali,F,Employed for cash,... if she refuses to have sex with him,56.35000000000001
7438,Mali,F,Employed for kind,... if she refuses to have sex with him,56.35000000000001
7439,Mali,F,Unemployed,... if she refuses to have sex with him,56.35000000000001
7512,Mali,M,Employed for cash,... for at least one specific reason,43.1
7513,Mali,M,Employed for kind,... for at least one specific reason,54.7
7514,Mali,M,Unemployed,... for at least one specific reason,36.4
7515,Mali,M,Employed for cash,... if she argues with him,34.7
7516,Mali,M,Employed for kind,... if she argues with him,44.9
7517,Mali,M,Unemployed,... if she argues with him,32.8
7518,Mali,M,Employed for cash,... if she burns the food,9.0
7519,Mali,M,Employed for kind,... if she burns the food,15.9
7520,Mali,M,Unemployed,... if she burns the food,4.9
7521,Mali,M,Employed for cash,... if she goes out without telling him,19.9
7522,Mali,M,Employed for kind,... if she goes out without telling him,27.2
7523,Mali,M,Unemployed,... if she goes out without telling him,10.8
7524,Mali,M,Employed for cash,... if she neglects the children,21.6
7525,Mali,M,Employed for kind,... if she neglects the children,32.5
7526,Mali,M,Unemployed,... if she neglects the children,14.4
7527,Mali,M,Employed for cash,... if she refuses to have sex with him,20.8
7528,Mali,M,Employed for kind,... if she refuses to have sex with him,30.6
7529,Mali,M,Unemployed,... if she refuses to have sex with him,11.8
7602,Moldova,F,Employed for cash,... for at least one specific reason,18.0
7603,Moldova,F,Employed for kind,... for at least one specific reason,28.7
7604,Moldova,F,Unemployed,... for at least one specific reason,22.7
7605,Moldova,F,Employed for cash,... if she argues with him,4.3
7606,Moldova,F,Employed for kind,... if she argues with him,7.4
7607,Moldova,F,Unemployed,... if she argues with him,5.6
7608,Moldova,F,Employed for cash,... if she burns the food,3.8
7609,Moldova,F,Employed for kind,... if she burns the food,6.1
7610,Moldova,F,Unemployed,... if she burns the food,4.5
7611,Moldova,F,Employed for cash,... if she goes out without telling him,5.9
7612,Moldova,F,Employed for kind,... if she goes out without telling him,11.9
7613,Moldova,F,Unemployed,... if she goes out without telling him,8.2
7614,Moldova,F,Employed for cash,... if she neglects the children,15.1
7615,Moldova,F,Employed for kind,... if she neglects the children,25.1
7616,Moldova,F,Unemployed,... if she neglects the children,20.0
7617,Moldova,F,Employed for cash,... if she refuses to have sex with him,2.6
7618,Moldova,F,Employed for kind,... if she refuses to have sex with him,5.8
7619,Moldova,F,Unemployed,... if she refuses to have sex with him,3.0
7692,Moldova,M,Employed for cash,... for at least one specific reason,21.8
7693,Moldova,M,Employed for kind,... for at least one specific reason,33.4
7694,Moldova,M,Unemployed,... for at least one specific reason,22.5
7695,Moldova,M,Employed for cash,... if she argues with him,7.3
7696,Moldova,M,Employed for kind,... if she argues with him,11.9
7697,Moldova,M,Unemployed,... if she argues with him,7.6
7698,Moldova,M,Employed for cash,... if she burns the food,2.8
7699,Moldova,M,Employed for kind,... if she burns the food,3.2
7700,Moldova,M,Unemployed,... if she burns the food,2.4
7701,Moldova,M,Employed for cash,... if she goes out without telling him,10.4
7702,Moldova,M,Employed for kind,... if she goes out without telling him,10.7
7703,Moldova,M,Unemployed,... if she goes out without telling him,9.1
7704,Moldova,M,Employed for cash,... if she neglects the children,17.6
7705,Moldova,M,Employed for kind,... if she neglects the children,28.3
7706,Moldova,M,Unemployed,... if she neglects the children,18.4
7707,Moldova,M,Employed for cash,... if she refuses to have sex with him,3.6
7708,Moldova,M,Employed for kind,... if she refuses to have sex with him,6.4
7709,Moldova,M,Unemployed,... if she refuses to have sex with him,3.0
7782,Morocco,F,Employed for cash,... for at least one specific reason,50.3
7783,Morocco,F,Employed for kind,... for at least one specific reason,56.35000000000001
7784,Morocco,F,Unemployed,... for at least one specific reason,56.35000000000001
7785,Morocco,F,Employed for cash,... if she argues with him,37.0
7786,Morocco,F,Employed for kind,... if she argues with him,56.35000000000001
7787,Morocco,F,Unemployed,... if she argues with him,52.2
7788,Morocco,F,Employed for cash,... if she burns the food,16.0
7789,Morocco,F,Employed for kind,... if she burns the food,46.4
7790,Morocco,F,Unemployed,... if she burns the food,24.0
7791,Morocco,F,Employed for cash,... if she goes out without telling him,33.7
7792,Morocco,F,Employed for kind,... if she goes out without telling him,56.35000000000001
7793,Morocco,F,Unemployed,... if she goes out without telling him,51.3
7794,Morocco,F,Employed for cash,... if she neglects the children,35.7
7795,Morocco,F,Employed for kind,... if she neglects the children,56.35000000000001
7796,Morocco,F,Unemployed,... if she neglects the children,50.8
7797,Morocco,F,Employed for cash,... if she refuses to have sex with him,32.6
7798,Morocco,F,Employed for kind,... if she refuses to have sex with him,56.35000000000001
7799,Morocco,F,Unemployed,... if she refuses to have sex with him,43.5
7872,Morocco,M,Employed for cash,... for at least one specific reason,14.9
7873,Morocco,M,Employed for kind,... for at least one specific reason,14.9
7874,Morocco,M,Unemployed,... for at least one specific reason,14.9
7875,Morocco,M,Employed for cash,... if she argues with him,14.9
7876,Morocco,M,Employed for kind,... if she argues with him,14.9
7877,Morocco,M,Unemployed,... if she argues with him,14.9
7878,Morocco,M,Employed for cash,... if she burns the food,14.9
7879,Morocco,M,Employed for kind,... if she burns the food,14.9
7880,Morocco,M,Unemployed,... if she burns the food,14.9
7881,Morocco,M,Employed for cash,... if she goes out without telling him,14.9
7882,Morocco,M,Employed for kind,... if she goes out without telling him,14.9
7883,Morocco,M,Unemployed,... if she goes out without telling him,14.9
7884,Morocco,M,Employed for cash,... if she neglects the children,14.9
7885,Morocco,M,Employed for kind,... if she neglects the children,14.9
7886,Morocco,M,Unemployed,... if she neglects the children,14.9
7887,Morocco,M,Employed for cash,... if she refuses to have sex with him,14.9
7888,Morocco,M,Employed for kind,... if she refuses to have sex with him,14.9
7889,Morocco,M,Unemployed,... if she refuses to have sex with him,14.9
7962,Mozambique,F,Employed for cash,... for at least one specific reason,15.3
7963,Mozambique,F,Employed for kind,... for at least one specific reason,16.2
7964,Mozambique,F,Unemployed,... for at least one specific reason,11.3
7965,Mozambique,F,Employed for cash,... if she argues with him,8.2
7966,Mozambique,F,Employed for kind,... if she argues with him,6.0
7967,Mozambique,F,Unemployed,... if she argues with him,5.9
7968,Mozambique,F,Employed for cash,... if she burns the food,2.2
7969,Mozambique,F,Employed for kind,... if she burns the food,3.6
7970,Mozambique,F,Unemployed,... if she burns the food,2.1
7971,Mozambique,F,Employed for cash,... if she goes out without telling him,10.3
7972,Mozambique,F,Employed for kind,... if she goes out without telling him,10.1
7973,Mozambique,F,Unemployed,... if she goes out without telling him,5.2
7974,Mozambique,F,Employed for cash,... if she neglects the children,5.1
7975,Mozambique,F,Employed for kind,... if she neglects the children,5.8
7976,Mozambique,F,Unemployed,... if she neglects the children,3.3
7977,Mozambique,F,Employed for cash,... if she refuses to have sex with him,5.3
7978,Mozambique,F,Employed for kind,... if she refuses to have sex with him,7.2
7979,Mozambique,F,Unemployed,... if she refuses to have sex with him,4.8
8052,Mozambique,M,Employed for cash,... for at least one specific reason,15.8
8053,Mozambique,M,Employed for kind,... for at least one specific reason,18.2
8054,Mozambique,M,Unemployed,... for at least one specific reason,18.0
8055,Mozambique,M,Employed for cash,... if she argues with him,8.4
8056,Mozambique,M,Employed for kind,... if she argues with him,6.3
8057,Mozambique,M,Unemployed,... if she argues with him,10.8
8058,Mozambique,M,Employed for cash,... if she burns the food,5.5
8059,Mozambique,M,Employed for kind,... if she burns the food,5.6
8060,Mozambique,M,Unemployed,... if she burns the food,5.4
8061,Mozambique,M,Employed for cash,... if she goes out without telling him,6.9
8062,Mozambique,M,Employed for kind,... if she goes out without telling him,11.4
8063,Mozambique,M,Unemployed,... if she goes out without telling him,7.6
8064,Mozambique,M,Employed for cash,... if she neglects the children,7.0
8065,Mozambique,M,Employed for kind,... if she neglects the children,10.3
8066,Mozambique,M,Unemployed,... if she neglects the children,6.9
8067,Mozambique,M,Employed for cash,... if she refuses to have sex with him,6.4
8068,Mozambique,M,Employed for kind,... if she refuses to have sex with him,6.9
8069,Mozambique,M,Unemployed,... if she refuses to have sex with him,7.5
8142,Myanmar,F,Employed for cash,... for at least one specific reason,52.1
8143,Myanmar,F,Employed for kind,... for at least one specific reason,56.35000000000001
8144,Myanmar,F,Unemployed,... for at least one specific reason,47.7
8145,Myanmar,F,Employed for cash,... if she argues with him,10.1
8146,Myanmar,F,Employed for kind,... if she argues with him,12.7
8147,Myanmar,F,Unemployed,... if she argues with him,9.6
8148,Myanmar,F,Employed for cash,... if she burns the food,13.2
8149,Myanmar,F,Employed for kind,... if she burns the food,15.4
8150,Myanmar,F,Unemployed,... if she burns the food,11.1
8151,Myanmar,F,Employed for cash,... if she goes out without telling him,22.5
8152,Myanmar,F,Employed for kind,... if she goes out without telling him,24.7
8153,Myanmar,F,Unemployed,... if she goes out without telling him,18.7
8154,Myanmar,F,Employed for cash,... if she neglects the children,42.9
8155,Myanmar,F,Employed for kind,... if she neglects the children,45.0
8156,Myanmar,F,Unemployed,... if she neglects the children,39.4
8157,Myanmar,F,Employed for cash,... if she refuses to have sex with him,10.3
8158,Myanmar,F,Employed for kind,... if she refuses to have sex with him,12.1
8159,Myanmar,F,Unemployed,... if she refuses to have sex with him,10.2
8232,Myanmar,M,Employed for cash,... for at least one specific reason,48.4
8233,Myanmar,M,Employed for kind,... for at least one specific reason,53.4
8234,Myanmar,M,Unemployed,... for at least one specific reason,52.3
8235,Myanmar,M,Employed for cash,... if she argues with him,12.7
8236,Myanmar,M,Employed for kind,... if she argues with him,18.1
8237,Myanmar,M,Unemployed,... if she argues with him,15.4
8238,Myanmar,M,Employed for cash,... if she burns the food,7.9
8239,Myanmar,M,Employed for kind,... if she burns the food,10.1
8240,Myanmar,M,Unemployed,... if she burns the food,7.6
8241,Myanmar,M,Employed for cash,... if she goes out without telling him,16.3
8242,Myanmar,M,Employed for kind,... if she goes out without telling him,19.8
8243,Myanmar,M,Unemployed,... if she goes out without telling him,16.5
8244,Myanmar,M,Employed for cash,... if she neglects the children,39.6
8245,Myanmar,M,Employed for kind,... if she neglects the children,41.1
8246,Myanmar,M,Unemployed,... if she neglects the children,40.4
8247,Myanmar,M,Employed for cash,... if she refuses to have sex with him,9.7
8248,Myanmar,M,Employed for kind,... if she refuses to have sex with him,12.7
8249,Myanmar,M,Unemployed,... if she refuses to have sex with him,11.9
8322,Namibia,F,Employed for cash,... for at least one specific reason,23.5
8323,Namibia,F,Employed for kind,... for at least one specific reason,38.5
8324,Namibia,F,Unemployed,... for at least one specific reason,31.2
8325,Namibia,F,Employed for cash,... if she argues with him,8.1
8326,Namibia,F,Employed for kind,... if she argues with him,14.2
8327,Namibia,F,Unemployed,... if she argues with him,14.0
8328,Namibia,F,Employed for cash,... if she burns the food,6.5
8329,Namibia,F,Employed for kind,... if she burns the food,18.9
8330,Namibia,F,Unemployed,... if she burns the food,12.1
8331,Namibia,F,Employed for cash,... if she goes out without telling him,9.9
8332,Namibia,F,Employed for kind,... if she goes out without telling him,17.8
8333,Namibia,F,Unemployed,... if she goes out without telling him,15.0
8334,Namibia,F,Employed for cash,... if she neglects the children,17.1
8335,Namibia,F,Employed for kind,... if she neglects the children,28.1
8336,Namibia,F,Unemployed,... if she neglects the children,21.5
8337,Namibia,F,Employed for cash,... if she refuses to have sex with him,5.9
8338,Namibia,F,Employed for kind,... if she refuses to have sex with him,13.3
8339,Namibia,F,Unemployed,... if she refuses to have sex with him,8.9
8412,Namibia,M,Employed for cash,... for at least one specific reason,20.3
8413,Namibia,M,Employed for kind,... for at least one specific reason,35.9
8414,Namibia,M,Unemployed,... for at least one specific reason,23.8
8415,Namibia,M,Employed for cash,... if she argues with him,8.0
8416,Namibia,M,Employed for kind,... if she argues with him,16.9
8417,Namibia,M,Unemployed,... if she argues with him,11.0
8418,Namibia,M,Employed for cash,... if she burns the food,4.1
8419,Namibia,M,Employed for kind,... if she burns the food,10.2
8420,Namibia,M,Unemployed,... if she burns the food,5.1
8421,Namibia,M,Employed for cash,... if she goes out without telling him,9.5
8422,Namibia,M,Employed for kind,... if she goes out without telling him,15.7
8423,Namibia,M,Unemployed,... if she goes out without telling him,9.8
8424,Namibia,M,Employed for cash,... if she neglects the children,14.2
8425,Namibia,M,Employed for kind,... if she neglects the children,24.6
8426,Namibia,M,Unemployed,... if she neglects the children,14.1
8427,Namibia,M,Employed for cash,... if she refuses to have sex with him,2.5
8428,Namibia,M,Employed for kind,... if she refuses to have sex with him,7.1
8429,Namibia,M,Unemployed,... if she refuses to have sex with him,3.3
8502,Nepal,F,Employed for cash,... for at least one specific reason,28.4
8503,Nepal,F,Employed for kind,... for at least one specific reason,27.8
8504,Nepal,F,Unemployed,... for at least one specific reason,29.6
8505,Nepal,F,Employed for cash,... if she argues with him,8.3
8506,Nepal,F,Employed for kind,... if she argues with him,7.7
8507,Nepal,F,Unemployed,... if she argues with him,10.6
8508,Nepal,F,Employed for cash,... if she burns the food,3.8
8509,Nepal,F,Employed for kind,... if she burns the food,2.7
8510,Nepal,F,Unemployed,... if she burns the food,3.8
8511,Nepal,F,Employed for cash,... if she goes out without telling him,11.9
8512,Nepal,F,Employed for kind,... if she goes out without telling him,10.9
8513,Nepal,F,Unemployed,... if she goes out without telling him,12.4
8514,Nepal,F,Employed for cash,... if she neglects the children,24.3
8515,Nepal,F,Employed for kind,... if she neglects the children,24.0
8516,Nepal,F,Unemployed,... if she neglects the children,25.0
8517,Nepal,F,Employed for cash,... if she refuses to have sex with him,3.1
8518,Nepal,F,Employed for kind,... if she refuses to have sex with him,2.8
8519,Nepal,F,Unemployed,... if she refuses to have sex with him,3.2
8592,Nepal,M,Employed for cash,... for at least one specific reason,20.9
8593,Nepal,M,Employed for kind,... for at least one specific reason,29.3
8594,Nepal,M,Unemployed,... for at least one specific reason,24.9
8595,Nepal,M,Employed for cash,... if she argues with him,7.9
8596,Nepal,M,Employed for kind,... if she argues with him,12.2
8597,Nepal,M,Unemployed,... if she argues with him,8.5
8598,Nepal,M,Employed for cash,... if she burns the food,1.5
8599,Nepal,M,Employed for kind,... if she burns the food,1.9
8600,Nepal,M,Unemployed,... if she burns the food,1.5
8601,Nepal,M,Employed for cash,... if she goes out without telling him,9.0
8602,Nepal,M,Employed for kind,... if she goes out without telling him,11.5
8603,Nepal,M,Unemployed,... if she goes out without telling him,8.8
8604,Nepal,M,Employed for cash,... if she neglects the children,16.5
8605,Nepal,M,Employed for kind,... if she neglects the children,23.7
8606,Nepal,M,Unemployed,... if she neglects the children,22.6
8607,Nepal,M,Employed for cash,... if she refuses to have sex with him,3.2
8608,Nepal,M,Employed for kind,... if she refuses to have sex with him,5.0
8609,Nepal,M,Unemployed,... if she refuses to have sex with him,5.1
8682,Nicaragua,F,Employed for cash,... for at least one specific reason,12.5
8683,Nicaragua,F,Employed for kind,... for at least one specific reason,13.9
8684,Nicaragua,F,Unemployed,... for at least one specific reason,12.5
8685,Nicaragua,F,Employed for cash,... if she argues with him,3.5
8686,Nicaragua,F,Employed for kind,... if she argues with him,6.4
8687,Nicaragua,F,Unemployed,... if she argues with him,4.9
8688,Nicaragua,F,Employed for cash,... if she burns the food,3.5
8689,Nicaragua,F,Employed for kind,... if she burns the food,4.9
8690,Nicaragua,F,Unemployed,... if she burns the food,5.3
8691,Nicaragua,F,Employed for cash,... if she goes out without telling him,4.5
8692,Nicaragua,F,Employed for kind,... if she goes out without telling him,6.2
8693,Nicaragua,F,Unemployed,... if she goes out without telling him,6.8
8694,Nicaragua,F,Employed for cash,... if she neglects the children,9.8
8695,Nicaragua,F,Employed for kind,... if she neglects the children,10.1
8696,Nicaragua,F,Unemployed,... if she neglects the children,9.1
8697,Nicaragua,F,Employed for cash,... if she refuses to have sex with him,2.3
8698,Nicaragua,F,Employed for kind,... if she refuses to have sex with him,3.6
8699,Nicaragua,F,Unemployed,... if she refuses to have sex with him,3.2
8772,Nicaragua,M,Employed for cash,... for at least one specific reason,14.9
8773,Nicaragua,M,Employed for kind,... for at least one specific reason,14.9
8774,Nicaragua,M,Unemployed,... for at least one specific reason,14.9
8775,Nicaragua,M,Employed for cash,... if she argues with him,14.9
8776,Nicaragua,M,Employed for kind,... if she argues with him,14.9
8777,Nicaragua,M,Unemployed,... if she argues with him,14.9
8778,Nicaragua,M,Employed for cash,... if she burns the food,14.9
8779,Nicaragua,M,Employed for kind,... if she burns the food,14.9
8780,Nicaragua,M,Unemployed,... if she burns the food,14.9
8781,Nicaragua,M,Employed for cash,... if she goes out without telling him,14.9
8782,Nicaragua,M,Employed for kind,... if she goes out without telling him,14.9
8783,Nicaragua,M,Unemployed,... if she goes out without telling him,14.9
8784,Nicaragua,M,Employed for cash,... if she neglects the children,14.9
8785,Nicaragua,M,Employed for kind,... if she neglects the children,14.9
8786,Nicaragua,M,Unemployed,... if she neglects the children,14.9
8787,Nicaragua,M,Employed for cash,... if she refuses to have sex with him,14.9
8788,Nicaragua,M,Employed for kind,... if she refuses to have sex with him,14.9
8789,Nicaragua,M,Unemployed,... if she refuses to have sex with him,14.9
8862,Niger,F,Employed for cash,... for at least one specific reason,56.35000000000001
8863,Niger,F,Employed for kind,... for at least one specific reason,56.35000000000001
8864,Niger,F,Unemployed,... for at least one specific reason,56.35000000000001
8865,Niger,F,Employed for cash,... if she argues with him,51.9
8866,Niger,F,Employed for kind,... if she argues with him,55.2
8867,Niger,F,Unemployed,... if she argues with him,49.6
8868,Niger,F,Employed for cash,... if she burns the food,34.4
8869,Niger,F,Employed for kind,... if she burns the food,43.5
8870,Niger,F,Unemployed,... if she burns the food,34.3
8871,Niger,F,Employed for cash,... if she goes out without telling him,42.0
8872,Niger,F,Employed for kind,... if she goes out without telling him,46.8
8873,Niger,F,Unemployed,... if she goes out without telling him,42.8
8874,Niger,F,Employed for cash,... if she neglects the children,41.7
8875,Niger,F,Employed for kind,... if she neglects the children,48.3
8876,Niger,F,Unemployed,... if she neglects the children,41.8
8877,Niger,F,Employed for cash,... if she refuses to have sex with him,53.0
8878,Niger,F,Employed for kind,... if she refuses to have sex with him,51.7
8879,Niger,F,Unemployed,... if she refuses to have sex with him,48.9
8952,Niger,M,Employed for cash,... for at least one specific reason,23.3
8953,Niger,M,Employed for kind,... for at least one specific reason,30.4
