,Country,Gender,Demographics Question,Demographics Response,Question,Value
9966,Sao Tome and Principe,F,Marital status,Married or living together,... if she burns the food,6.3
9967,Sao Tome and Principe,F,Marital status,Never married,... if she burns the food,8.0
9968,Sao Tome and Principe,F,Marital status,"Widowed, divorced, separated",... if she burns the food,3.5
9969,Sao Tome and Principe,F,Marital status,Married or living together,... if she goes out without telling him,11.2
9970,Sao Tome and Principe,F,Marital status,Never married,... if she goes out without telling him,7.8
9971,Sao Tome and Principe,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,9.7
9972,Sao Tome and Principe,F,Marital status,Married or living together,... if she neglects the children,11.6
9973,Sao Tome and Principe,F,Marital status,Never married,... if she neglects the children,12.1
9974,Sao Tome and Principe,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,11.5
9975,Sao Tome and Principe,F,Marital status,Married or living together,... if she refuses to have sex with him,6.6
9976,Sao Tome and Principe,F,Marital status,Never married,... if she refuses to have sex with him,3.9
9977,Sao Tome and Principe,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,3.3
9978,Sao Tome and Principe,F,Residence,Rural,... for at least one specific reason,19.8
9979,Sao Tome and Principe,F,Residence,Urban,... for at least one specific reason,19.3
9980,Sao Tome and Principe,F,Residence,Rural,... if she argues with him,6.1
9981,Sao Tome and Principe,F,Residence,Urban,... if she argues with him,7.7
9982,Sao Tome and Principe,F,Residence,Rural,... if she burns the food,6.3
9983,Sao Tome and Principe,F,Residence,Urban,... if she burns the food,6.5
9984,Sao Tome and Principe,F,Residence,Rural,... if she goes out without telling him,10.2
9985,Sao Tome and Principe,F,Residence,Urban,... if she goes out without telling him,10.2
9986,Sao Tome and Principe,F,Residence,Rural,... if she neglects the children,11.8
9987,Sao Tome and Principe,F,Residence,Urban,... if she neglects the children,11.7
9988,Sao Tome and Principe,F,Residence,Rural,... if she refuses to have sex with him,6.5
9989,Sao Tome and Principe,F,Residence,Urban,... if she refuses to have sex with him,4.9
9990,Sao Tome and Principe,M,Age,15-24,... for at least one specific reason,23.8
9991,Sao Tome and Principe,M,Age,25-34,... for at least one specific reason,21.8
9992,Sao Tome and Principe,M,Age,35-49,... for at least one specific reason,18.2
9993,Sao Tome and Principe,M,Age,15-24,... if she argues with him,11.7
9994,Sao Tome and Principe,M,Age,25-34,... if she argues with him,9.1
9995,Sao Tome and Principe,M,Age,35-49,... if she argues with him,8.6
9996,Sao Tome and Principe,M,Age,15-24,... if she burns the food,7.4
9997,Sao Tome and Principe,M,Age,25-34,... if she burns the food,5.4
9998,Sao Tome and Principe,M,Age,35-49,... if she burns the food,6.1
9999,Sao Tome and Principe,M,Age,15-24,... if she goes out without telling him,10.6
10000,Sao Tome and Principe,M,Age,25-34,... if she goes out without telling him,13.6
10001,Sao Tome and Principe,M,Age,35-49,... if she goes out without telling him,11.5
10002,Sao Tome and Principe,M,Age,15-24,... if she neglects the children,15.9
10003,Sao Tome and Principe,M,Age,25-34,... if she neglects the children,13.6
10004,Sao Tome and Principe,M,Age,35-49,... if she neglects the children,11.5
10005,Sao Tome and Principe,M,Age,15-24,... if she refuses to have sex with him,5.8
10006,Sao Tome and Principe,M,Age,25-34,... if she refuses to have sex with him,3.8
10007,Sao Tome and Principe,M,Age,35-49,... if she refuses to have sex with him,6.6
10008,Sao Tome and Principe,M,Education,Higher,... for at least one specific reason,13.4
10009,Sao Tome and Principe,M,Education,No education,... for at least one specific reason,21.4
10010,Sao Tome and Principe,M,Education,Primary,... for at least one specific reason,26.3
10011,Sao Tome and Principe,M,Education,Secondary,... for at least one specific reason,16.0
10012,Sao Tome and Principe,M,Education,Higher,... if she argues with him,7.7
10013,Sao Tome and Principe,M,Education,No education,... if she argues with him,4.3
10014,Sao Tome and Principe,M,Education,Primary,... if she argues with him,11.5
10015,Sao Tome and Principe,M,Education,Secondary,... if she argues with him,8.6
10016,Sao Tome and Principe,M,Education,Higher,... if she burns the food,10.4
10017,Sao Tome and Principe,M,Education,No education,... if she burns the food,8.4
10018,Sao Tome and Principe,M,Education,Primary,... if she burns the food,7.7
10019,Sao Tome and Principe,M,Education,Secondary,... if she burns the food,4.7
10020,Sao Tome and Principe,M,Education,Higher,... if she goes out without telling him,11.0
10021,Sao Tome and Principe,M,Education,No education,... if she goes out without telling him,13.5
10022,Sao Tome and Principe,M,Education,Primary,... if she goes out without telling him,15.3
10023,Sao Tome and Principe,M,Education,Secondary,... if she goes out without telling him,6.9
10024,Sao Tome and Principe,M,Education,Higher,... if she neglects the children,3.8
10025,Sao Tome and Principe,M,Education,No education,... if she neglects the children,18.4
10026,Sao Tome and Principe,M,Education,Primary,... if she neglects the children,17.5
10027,Sao Tome and Principe,M,Education,Secondary,... if she neglects the children,9.7
10028,Sao Tome and Principe,M,Education,Higher,... if she refuses to have sex with him,7.7
10029,Sao Tome and Principe,M,Education,No education,... if she refuses to have sex with him,7.7
10030,Sao Tome and Principe,M,Education,Primary,... if she refuses to have sex with him,6.2
10031,Sao Tome and Principe,M,Education,Secondary,... if she refuses to have sex with him,4.3
10032,Sao Tome and Principe,M,Employment,Employed for cash,... for at least one specific reason,21.8
10033,Sao Tome and Principe,M,Employment,Employed for kind,... for at least one specific reason,25.0
10034,Sao Tome and Principe,M,Employment,Unemployed,... for at least one specific reason,19.9
10035,Sao Tome and Principe,M,Employment,Employed for cash,... if she argues with him,10.0
10036,Sao Tome and Principe,M,Employment,Employed for kind,... if she argues with him,15.0
10037,Sao Tome and Principe,M,Employment,Unemployed,... if she argues with him,8.2
10038,Sao Tome and Principe,M,Employment,Employed for cash,... if she burns the food,6.4
10039,Sao Tome and Principe,M,Employment,Employed for kind,... if she burns the food,3.0
10040,Sao Tome and Principe,M,Employment,Unemployed,... if she burns the food,8.7
10041,Sao Tome and Principe,M,Employment,Employed for cash,... if she goes out without telling him,12.5
10042,Sao Tome and Principe,M,Employment,Employed for kind,... if she goes out without telling him,11.8
10043,Sao Tome and Principe,M,Employment,Unemployed,... if she goes out without telling him,7.6
10044,Sao Tome and Principe,M,Employment,Employed for cash,... if she neglects the children,14.2
10045,Sao Tome and Principe,M,Employment,Employed for kind,... if she neglects the children,15.4
10046,Sao Tome and Principe,M,Employment,Unemployed,... if she neglects the children,12.6
10047,Sao Tome and Principe,M,Employment,Employed for cash,... if she refuses to have sex with him,5.7
10048,Sao Tome and Principe,M,Employment,Employed for kind,... if she refuses to have sex with him,3.5
10049,Sao Tome and Principe,M,Employment,Unemployed,... if she refuses to have sex with him,4.9
10050,Sao Tome and Principe,M,Marital status,Married or living together,... for at least one specific reason,20.2
10051,Sao Tome and Principe,M,Marital status,Never married,... for at least one specific reason,23.2
10052,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,21.5
10053,Sao Tome and Principe,M,Marital status,Married or living together,... if she argues with him,8.3
10054,Sao Tome and Principe,M,Marital status,Never married,... if she argues with him,11.9
10055,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she argues with him,10.4
10056,Sao Tome and Principe,M,Marital status,Married or living together,... if she burns the food,5.4
10057,Sao Tome and Principe,M,Marital status,Never married,... if she burns the food,7.6
10058,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she burns the food,6.8
10059,Sao Tome and Principe,M,Marital status,Married or living together,... if she goes out without telling him,13.0
10060,Sao Tome and Principe,M,Marital status,Never married,... if she goes out without telling him,10.3
10061,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,12.1
10062,Sao Tome and Principe,M,Marital status,Married or living together,... if she neglects the children,12.9
10063,Sao Tome and Principe,M,Marital status,Never married,... if she neglects the children,14.9
10064,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,15.0
10065,Sao Tome and Principe,M,Marital status,Married or living together,... if she refuses to have sex with him,4.7
10066,Sao Tome and Principe,M,Marital status,Never married,... if she refuses to have sex with him,6.0
10067,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,6.2
10068,Sao Tome and Principe,M,Residence,Rural,... for at least one specific reason,26.3
10069,Sao Tome and Principe,M,Residence,Urban,... for at least one specific reason,16.8
10070,Sao Tome and Principe,M,Residence,Rural,... if she argues with him,10.9
10071,Sao Tome and Principe,M,Residence,Urban,... if she argues with him,9.2
10072,Sao Tome and Principe,M,Residence,Rural,... if she burns the food,7.5
10073,Sao Tome and Principe,M,Residence,Urban,... if she burns the food,5.4
10074,Sao Tome and Principe,M,Residence,Rural,... if she goes out without telling him,15.4
10075,Sao Tome and Principe,M,Residence,Urban,... if she goes out without telling him,7.8
10076,Sao Tome and Principe,M,Residence,Rural,... if she neglects the children,17.7
10077,Sao Tome and Principe,M,Residence,Urban,... if she neglects the children,10.1
10078,Sao Tome and Principe,M,Residence,Rural,... if she refuses to have sex with him,6.3
10079,Sao Tome and Principe,M,Residence,Urban,... if she refuses to have sex with him,4.6
10080,Senegal,F,Age,15-24,... for at least one specific reason,46.3
10081,Senegal,F,Age,25-34,... for at least one specific reason,45.3
10082,Senegal,F,Age,35-49,... for at least one specific reason,45.3
10083,Senegal,F,Age,15-24,... if she argues with him,36.0
10084,Senegal,F,Age,25-34,... if she argues with him,34.1
10085,Senegal,F,Age,35-49,... if she argues with him,36.1
10086,Senegal,F,Age,15-24,... if she burns the food,22.3
10087,Senegal,F,Age,25-34,... if she burns the food,21.1
10088,Senegal,F,Age,35-49,... if she burns the food,22.9
10089,Senegal,F,Age,15-24,... if she goes out without telling him,32.4
10090,Senegal,F,Age,25-34,... if she goes out without telling him,33.2
10091,Senegal,F,Age,35-49,... if she goes out without telling him,34.4
10092,Senegal,F,Age,15-24,... if she neglects the children,35.4
10093,Senegal,F,Age,25-34,... if she neglects the children,34.9
10094,Senegal,F,Age,35-49,... if she neglects the children,35.8
10095,Senegal,F,Age,15-24,... if she refuses to have sex with him,33.1
10096,Senegal,F,Age,25-34,... if she refuses to have sex with him,35.6
10097,Senegal,F,Age,35-49,... if she refuses to have sex with him,37.8
10098,Senegal,F,Education,Higher,... for at least one specific reason,9.7
10099,Senegal,F,Education,No education,... for at least one specific reason,56.35000000000001
10100,Senegal,F,Education,Primary,... for at least one specific reason,39.5
10101,Senegal,F,Education,Secondary,... for at least one specific reason,34.0
10102,Senegal,F,Education,Higher,... if she argues with him,2.9
10103,Senegal,F,Education,No education,... if she argues with him,48.6
10104,Senegal,F,Education,Primary,... if she argues with him,29.6
10105,Senegal,F,Education,Secondary,... if she argues with him,22.9
10106,Senegal,F,Education,Higher,... if she burns the food,1.4
10107,Senegal,F,Education,No education,... if she burns the food,30.9
10108,Senegal,F,Education,Primary,... if she burns the food,19.1
10109,Senegal,F,Education,Secondary,... if she burns the food,12.7
10110,Senegal,F,Education,Higher,... if she goes out without telling him,2.4
10111,Senegal,F,Education,No education,... if she goes out without telling him,46.9
10112,Senegal,F,Education,Primary,... if she goes out without telling him,27.7
10113,Senegal,F,Education,Secondary,... if she goes out without telling him,19.3
10114,Senegal,F,Education,Higher,... if she neglects the children,8.4
10115,Senegal,F,Education,No education,... if she neglects the children,46.8
10116,Senegal,F,Education,Primary,... if she neglects the children,29.8
10117,Senegal,F,Education,Secondary,... if she neglects the children,24.7
10118,Senegal,F,Education,Higher,... if she refuses to have sex with him,2.9
10119,Senegal,F,Education,No education,... if she refuses to have sex with him,50.7
10120,Senegal,F,Education,Primary,... if she refuses to have sex with him,28.3
10121,Senegal,F,Education,Secondary,... if she refuses to have sex with him,19.4
10122,Senegal,F,Employment,Employed for cash,... for at least one specific reason,42.7
10123,Senegal,F,Employment,Employed for kind,... for at least one specific reason,55.8
10124,Senegal,F,Employment,Unemployed,... for at least one specific reason,45.7
10125,Senegal,F,Employment,Employed for cash,... if she argues with him,32.4
10126,Senegal,F,Employment,Employed for kind,... if she argues with him,46.2
10127,Senegal,F,Employment,Unemployed,... if she argues with him,35.1
10128,Senegal,F,Employment,Employed for cash,... if she burns the food,20.3
10129,Senegal,F,Employment,Employed for kind,... if she burns the food,28.6
10130,Senegal,F,Employment,Unemployed,... if she burns the food,21.9
10131,Senegal,F,Employment,Employed for cash,... if she goes out without telling him,30.9
10132,Senegal,F,Employment,Employed for kind,... if she goes out without telling him,44.0
10133,Senegal,F,Employment,Unemployed,... if she goes out without telling him,32.1
10134,Senegal,F,Employment,Employed for cash,... if she neglects the children,32.8
10135,Senegal,F,Employment,Employed for kind,... if she neglects the children,44.7
10136,Senegal,F,Employment,Unemployed,... if she neglects the children,35.0
10137,Senegal,F,Employment,Employed for cash,... if she refuses to have sex with him,33.4
10138,Senegal,F,Employment,Employed for kind,... if she refuses to have sex with him,44.6
10139,Senegal,F,Employment,Unemployed,... if she refuses to have sex with him,33.9
10140,Senegal,F,Marital status,Married or living together,... for at least one specific reason,50.9
10141,Senegal,F,Marital status,Never married,... for at least one specific reason,36.4
10142,Senegal,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,34.5
10143,Senegal,F,Marital status,Married or living together,... if she argues with him,41.1
10144,Senegal,F,Marital status,Never married,... if she argues with him,25.2
10145,Senegal,F,Marital status,"Widowed, divorced, separated",... if she argues with him,23.8
10146,Senegal,F,Marital status,Married or living together,... if she burns the food,26.0
10147,Senegal,F,Marital status,Never married,... if she burns the food,14.9
10148,Senegal,F,Marital status,"Widowed, divorced, separated",... if she burns the food,14.5
10149,Senegal,F,Marital status,Married or living together,... if she goes out without telling him,39.1
10150,Senegal,F,Marital status,Never married,... if she goes out without telling him,22.2
10151,Senegal,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,22.3
10152,Senegal,F,Marital status,Married or living together,... if she neglects the children,40.2
10153,Senegal,F,Marital status,Never married,... if she neglects the children,26.7
10154,Senegal,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,24.5
10155,Senegal,F,Marital status,Married or living together,... if she refuses to have sex with him,42.7
10156,Senegal,F,Marital status,Never married,... if she refuses to have sex with him,20.3
10157,Senegal,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,27.1
10158,Senegal,F,Residence,Rural,... for at least one specific reason,56.35000000000001
10159,Senegal,F,Residence,Urban,... for at least one specific reason,31.6
10160,Senegal,F,Residence,Rural,... if she argues with him,49.2
10161,Senegal,F,Residence,Urban,... if she argues with him,21.5
10162,Senegal,F,Residence,Rural,... if she burns the food,30.9
10163,Senegal,F,Residence,Urban,... if she burns the food,13.2
10164,Senegal,F,Residence,Rural,... if she goes out without telling him,47.4
10165,Senegal,F,Residence,Urban,... if she goes out without telling him,18.9
10166,Senegal,F,Residence,Rural,... if she neglects the children,47.1
10167,Senegal,F,Residence,Urban,... if she neglects the children,23.5
10168,Senegal,F,Residence,Rural,... if she refuses to have sex with him,50.5
10169,Senegal,F,Residence,Urban,... if she refuses to have sex with him,19.6
10170,Senegal,M,Age,15-24,... for at least one specific reason,36.8
10171,Senegal,M,Age,25-34,... for at least one specific reason,22.3
10172,Senegal,M,Age,35-49,... for at least one specific reason,18.5
10173,Senegal,M,Age,15-24,... if she argues with him,25.2
10174,Senegal,M,Age,25-34,... if she argues with him,15.5
10175,Senegal,M,Age,35-49,... if she argues with him,11.4
10176,Senegal,M,Age,15-24,... if she burns the food,9.4
10177,Senegal,M,Age,25-34,... if she burns the food,4.6
10178,Senegal,M,Age,35-49,... if she burns the food,3.2
10179,Senegal,M,Age,15-24,... if she goes out without telling him,19.6
10180,Senegal,M,Age,25-34,... if she goes out without telling him,10.5
10181,Senegal,M,Age,35-49,... if she goes out without telling him,8.8
10182,Senegal,M,Age,15-24,... if she neglects the children,22.8
10183,Senegal,M,Age,25-34,... if she neglects the children,12.9
10184,Senegal,M,Age,35-49,... if she neglects the children,11.4
10185,Senegal,M,Age,15-24,... if she refuses to have sex with him,15.4
10186,Senegal,M,Age,25-34,... if she refuses to have sex with him,9.5
10187,Senegal,M,Age,35-49,... if she refuses to have sex with him,6.7
10188,Senegal,M,Education,Higher,... for at least one specific reason,7.8
10189,Senegal,M,Education,No education,... for at least one specific reason,33.2
10190,Senegal,M,Education,Primary,... for at least one specific reason,27.6
10191,Senegal,M,Education,Secondary,... for at least one specific reason,26.7
10192,Senegal,M,Education,Higher,... if she argues with him,3.3
10193,Senegal,M,Education,No education,... if she argues with him,22.9
10194,Senegal,M,Education,Primary,... if she argues with him,18.9
10195,Senegal,M,Education,Secondary,... if she argues with him,17.7
10196,Senegal,M,Education,Higher,... if she burns the food,1.1
10197,Senegal,M,Education,No education,... if she burns the food,7.5
10198,Senegal,M,Education,Primary,... if she burns the food,6.5
10199,Senegal,M,Education,Secondary,... if she burns the food,6.3
10200,Senegal,M,Education,Higher,... if she goes out without telling him,3.3
10201,Senegal,M,Education,No education,... if she goes out without telling him,18.3
10202,Senegal,M,Education,Primary,... if she goes out without telling him,13.9
10203,Senegal,M,Education,Secondary,... if she goes out without telling him,12.1
10204,Senegal,M,Education,Higher,... if she neglects the children,3.1
10205,Senegal,M,Education,No education,... if she neglects the children,20.9
10206,Senegal,M,Education,Primary,... if she neglects the children,15.8
10207,Senegal,M,Education,Secondary,... if she neglects the children,16.8
10208,Senegal,M,Education,Higher,... if she refuses to have sex with him,0.8
10209,Senegal,M,Education,No education,... if she refuses to have sex with him,15.7
10210,Senegal,M,Education,Primary,... if she refuses to have sex with him,11.7
10211,Senegal,M,Education,Secondary,... if she refuses to have sex with him,8.8
10212,Senegal,M,Employment,Employed for cash,... for at least one specific reason,22.2
10213,Senegal,M,Employment,Employed for kind,... for at least one specific reason,41.1
10214,Senegal,M,Employment,Unemployed,... for at least one specific reason,22.2
10215,Senegal,M,Employment,Employed for cash,... if she argues with him,14.6
10216,Senegal,M,Employment,Employed for kind,... if she argues with him,28.6
10217,Senegal,M,Employment,Unemployed,... if she argues with him,14.2
10218,Senegal,M,Employment,Employed for cash,... if she burns the food,4.5
10219,Senegal,M,Employment,Employed for kind,... if she burns the food,10.9
10220,Senegal,M,Employment,Unemployed,... if she burns the food,4.1
10221,Senegal,M,Employment,Employed for cash,... if she goes out without telling him,10.1
10222,Senegal,M,Employment,Employed for kind,... if she goes out without telling him,23.2
10223,Senegal,M,Employment,Unemployed,... if she goes out without telling him,10.9
10224,Senegal,M,Employment,Employed for cash,... if she neglects the children,13.1
10225,Senegal,M,Employment,Employed for kind,... if she neglects the children,25.7
10226,Senegal,M,Employment,Unemployed,... if she neglects the children,13.6
10227,Senegal,M,Employment,Employed for cash,... if she refuses to have sex with him,8.7
10228,Senegal,M,Employment,Employed for kind,... if she refuses to have sex with him,19.0
10229,Senegal,M,Employment,Unemployed,... if she refuses to have sex with him,6.0
10230,Senegal,M,Marital status,Married or living together,... for at least one specific reason,22.0
10231,Senegal,M,Marital status,Never married,... for at least one specific reason,31.3
10232,Senegal,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,24.7
10233,Senegal,M,Marital status,Married or living together,... if she argues with him,14.4
10234,Senegal,M,Marital status,Never married,... if she argues with him,21.3
10235,Senegal,M,Marital status,"Widowed, divorced, separated",... if she argues with him,15.3
10236,Senegal,M,Marital status,Married or living together,... if she burns the food,4.7
10237,Senegal,M,Marital status,Never married,... if she burns the food,7.5
10238,Senegal,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2.6
10239,Senegal,M,Marital status,Married or living together,... if she goes out without telling him,11.2
10240,Senegal,M,Marital status,Never married,... if she goes out without telling him,15.9
10241,Senegal,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,10.9
10242,Senegal,M,Marital status,Married or living together,... if she neglects the children,13.8
10243,Senegal,M,Marital status,Never married,... if she neglects the children,18.9
10244,Senegal,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,12.2
10245,Senegal,M,Marital status,Married or living together,... if she refuses to have sex with him,9.2
10246,Senegal,M,Marital status,Never married,... if she refuses to have sex with him,12.7
10247,Senegal,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,8.7
10248,Senegal,M,Residence,Rural,... for at least one specific reason,37.6
10249,Senegal,M,Residence,Urban,... for at least one specific reason,19.0
10250,Senegal,M,Residence,Rural,... if she argues with him,25.4
10251,Senegal,M,Residence,Urban,... if she argues with him,12.8
10252,Senegal,M,Residence,Rural,... if she burns the food,10.3
10253,Senegal,M,Residence,Urban,... if she burns the food,2.9
10254,Senegal,M,Residence,Rural,... if she goes out without telling him,20.9
10255,Senegal,M,Residence,Urban,... if she goes out without telling him,8.0
10256,Senegal,M,Residence,Rural,... if she neglects the children,24.3
10257,Senegal,M,Residence,Urban,... if she neglects the children,10.4
10258,Senegal,M,Residence,Rural,... if she refuses to have sex with him,17.9
10259,Senegal,M,Residence,Urban,... if she refuses to have sex with him,5.5
10260,Sierra Leone,F,Age,15-24,... for at least one specific reason,56.35000000000001
10261,Sierra Leone,F,Age,25-34,... for at least one specific reason,56.35000000000001
10262,Sierra Leone,F,Age,35-49,... for at least one specific reason,56.35000000000001
10263,Sierra Leone,F,Age,15-24,... if she argues with him,44.3
10264,Sierra Leone,F,Age,25-34,... if she argues with him,49.6
10265,Sierra Leone,F,Age,35-49,... if she argues with him,49.7
10266,Sierra Leone,F,Age,15-24,... if she burns the food,16.9
10267,Sierra Leone,F,Age,25-34,... if she burns the food,19.6
10268,Sierra Leone,F,Age,35-49,... if she burns the food,18.7
10269,Sierra Leone,F,Age,15-24,... if she goes out without telling him,48.6
10270,Sierra Leone,F,Age,25-34,... if she goes out without telling him,56.2
10271,Sierra Leone,F,Age,35-49,... if she goes out without telling him,55.3
10272,Sierra Leone,F,Age,15-24,... if she neglects the children,49.1
10273,Sierra Leone,F,Age,25-34,... if she neglects the children,55.7
10274,Sierra Leone,F,Age,35-49,... if she neglects the children,55.0
10275,Sierra Leone,F,Age,15-24,... if she refuses to have sex with him,21.6
10276,Sierra Leone,F,Age,25-34,... if she refuses to have sex with him,28.2
10277,Sierra Leone,F,Age,35-49,... if she refuses to have sex with him,28.8
10278,Sierra Leone,F,Education,Higher,... for at least one specific reason,32.3
10279,Sierra Leone,F,Education,No education,... for at least one specific reason,56.35000000000001
10280,Sierra Leone,F,Education,Primary,... for at least one specific reason,56.35000000000001
10281,Sierra Leone,F,Education,Secondary,... for at least one specific reason,54.6
10282,Sierra Leone,F,Education,Higher,... if she argues with him,17.0
10283,Sierra Leone,F,Education,No education,... if she argues with him,55.0
10284,Sierra Leone,F,Education,Primary,... if she argues with him,43.0
10285,Sierra Leone,F,Education,Secondary,... if she argues with him,37.9
10286,Sierra Leone,F,Education,Higher,... if she burns the food,4.0
10287,Sierra Leone,F,Education,No education,... if she burns the food,22.0
10288,Sierra Leone,F,Education,Primary,... if she burns the food,17.6
10289,Sierra Leone,F,Education,Secondary,... if she burns the food,12.7
10290,Sierra Leone,F,Education,Higher,... if she goes out without telling him,25.3
10291,Sierra Leone,F,Education,No education,... if she goes out without telling him,56.35000000000001
10292,Sierra Leone,F,Education,Primary,... if she goes out without telling him,50.3
10293,Sierra Leone,F,Education,Secondary,... if she goes out without telling him,44.1
10294,Sierra Leone,F,Education,Higher,... if she neglects the children,24.2
10295,Sierra Leone,F,Education,No education,... if she neglects the children,56.35000000000001
10296,Sierra Leone,F,Education,Primary,... if she neglects the children,50.9
10297,Sierra Leone,F,Education,Secondary,... if she neglects the children,44.2
10298,Sierra Leone,F,Education,Higher,... if she refuses to have sex with him,6.0
10299,Sierra Leone,F,Education,No education,... if she refuses to have sex with him,32.0
10300,Sierra Leone,F,Education,Primary,... if she refuses to have sex with him,24.2
10301,Sierra Leone,F,Education,Secondary,... if she refuses to have sex with him,16.1
10302,Sierra Leone,F,Employment,Employed for cash,... for at least one specific reason,56.35000000000001
10303,Sierra Leone,F,Employment,Employed for kind,... for at least one specific reason,56.35000000000001
10304,Sierra Leone,F,Employment,Unemployed,... for at least one specific reason,51.3
10305,Sierra Leone,F,Employment,Employed for cash,... if she argues with him,47.5
10306,Sierra Leone,F,Employment,Employed for kind,... if she argues with him,54.3
10307,Sierra Leone,F,Employment,Unemployed,... if she argues with him,36.3
10308,Sierra Leone,F,Employment,Employed for cash,... if she burns the food,17.0
10309,Sierra Leone,F,Employment,Employed for kind,... if she burns the food,23.3
10310,Sierra Leone,F,Employment,Unemployed,... if she burns the food,11.5
10311,Sierra Leone,F,Employment,Employed for cash,... if she goes out without telling him,49.4
10312,Sierra Leone,F,Employment,Employed for kind,... if she goes out without telling him,56.35000000000001
10313,Sierra Leone,F,Employment,Unemployed,... if she goes out without telling him,42.3
10314,Sierra Leone,F,Employment,Employed for cash,... if she neglects the children,51.4
10315,Sierra Leone,F,Employment,Employed for kind,... if she neglects the children,56.35000000000001
10316,Sierra Leone,F,Employment,Unemployed,... if she neglects the children,41.7
10317,Sierra Leone,F,Employment,Employed for cash,... if she refuses to have sex with him,26.2
10318,Sierra Leone,F,Employment,Employed for kind,... if she refuses to have sex with him,30.2
10319,Sierra Leone,F,Employment,Unemployed,... if she refuses to have sex with him,17.9
10320,Sierra Leone,F,Marital status,Married or living together,... for at least one specific reason,56.35000000000001
10321,Sierra Leone,F,Marital status,Never married,... for at least one specific reason,51.4
10322,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,56.35000000000001
10323,Sierra Leone,F,Marital status,Married or living together,... if she argues with him,52.4
10324,Sierra Leone,F,Marital status,Never married,... if she argues with him,37.2
10325,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she argues with him,43.6
10326,Sierra Leone,F,Marital status,Married or living together,... if she burns the food,20.6
10327,Sierra Leone,F,Marital status,Never married,... if she burns the food,13.7
10328,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she burns the food,15.1
10329,Sierra Leone,F,Marital status,Married or living together,... if she goes out without telling him,56.35000000000001
10330,Sierra Leone,F,Marital status,Never married,... if she goes out without telling him,41.8
10331,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,49.6
10332,Sierra Leone,F,Marital status,Married or living together,... if she neglects the children,56.35000000000001
10333,Sierra Leone,F,Marital status,Never married,... if she neglects the children,43.0
10334,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,50.3
10335,Sierra Leone,F,Marital status,Married or living together,... if she refuses to have sex with him,30.5
10336,Sierra Leone,F,Marital status,Never married,... if she refuses to have sex with him,16.0
10337,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,21.2
10338,Sierra Leone,F,Residence,Rural,... for at least one specific reason,56.35000000000001
10339,Sierra Leone,F,Residence,Urban,... for at least one specific reason,55.9
10340,Sierra Leone,F,Residence,Rural,... if she argues with him,52.9
10341,Sierra Leone,F,Residence,Urban,... if she argues with him,37.9
10342,Sierra Leone,F,Residence,Rural,... if she burns the food,22.3
10343,Sierra Leone,F,Residence,Urban,... if she burns the food,11.0
10344,Sierra Leone,F,Residence,Rural,... if she goes out without telling him,56.35000000000001
10345,Sierra Leone,F,Residence,Urban,... if she goes out without telling him,45.0
10346,Sierra Leone,F,Residence,Rural,... if she neglects the children,56.35000000000001
10347,Sierra Leone,F,Residence,Urban,... if she neglects the children,44.6
10348,Sierra Leone,F,Residence,Rural,... if she refuses to have sex with him,30.7
10349,Sierra Leone,F,Residence,Urban,... if she refuses to have sex with him,16.9
10350,Sierra Leone,M,Age,15-24,... for at least one specific reason,34.4
10351,Sierra Leone,M,Age,25-34,... for at least one specific reason,35.9
10352,Sierra Leone,M,Age,35-49,... for at least one specific reason,32.6
10353,Sierra Leone,M,Age,15-24,... if she argues with him,24.3
10354,Sierra Leone,M,Age,25-34,... if she argues with him,26.4
10355,Sierra Leone,M,Age,35-49,... if she argues with him,22.5
10356,Sierra Leone,M,Age,15-24,... if she burns the food,5.5
10357,Sierra Leone,M,Age,25-34,... if she burns the food,5.5
